client,asana_gid,hours,title
Barbahar,609362758927785,0.50,shimshiya - 0.5h
Barbahar,609362758927786,2.00,Summer menu poster- 2h
Barbahar,713115449494065,2.50,Newspaper Ad#2 -2.5hrs 
Barbahar,720833970800152,5.50,Summer menu 24.6 - 5.5hr
Barbahar,722787088253150,0.50,menu tabun illustration- 0.5h
Barbahar,955823371619149,7.50, Delivery menu - 7.5h
Barbahar,1116569290389589,2.00,Pesach Menu 2019 - 2h
Barbahar,1116569290389590,0.75,Main menu changes - 0.75h
Barbahar,1116569290389592,0.25,Take away cups - 0.25h
Barbahar,1131200796714381,4.00,Group Menu - 4 h 
Barbahar,1137356279609912,4.25,facebook ad - 4.25 h
Barbahar,1138388399083332,0.25,English menu update - 0.25h
Barbahar,1138963090744617,1.00,Dessert menu - 1h
Barbahar,1155712075081154,1.50,Cocktail napkin -1.5
Barbahar,1124796965691262,11.50,Menu update - 11.5h
Barbahar,237010907991800,4.50,תפריט באנגלית 4.5h
Barbahar,276887833929008,2.00,חותמת - 2
Barbahar,276251835446463,16.00,סהכ פברואר לתשלום - 16
Barbahar,921442673255174,5.00,Winter menu - 5 h 
Barbahar,921442673255175,3.75,English winter menu - 3.75 h
Barbahar,1177300444378851,5.50,Digital order screen assets - 5.5h
Barbahar,1181298769674961,5.00,menu June 2020 - 5h
Barbahar,1187130829863591,0.25,3 icons - 0.25h
Barbahar,1199880073951479,2.50,מדבקות למוצרים בצנצנות או קופסאות פלסטיק - 2.5h
Barbahar,1199880073951481,7.00,מדבקה למרכז/ צד קרטון מארז פיקניק -7h
Barbahar,1199880073951483,1.25,שלטים תלויים במסעדה להזמנה אונליין ואיסוף - 1.25H
Barbahar,1199975626127679,2.50,Gift card - 2.5
Barbahar,1201837705154518,1.00,Pantone color for a napkin - 1h
Barbahar,1202340086723344,0.25,Barcode sign - 0.25h
Barbahar,1202644998580183,1.25,QR code update - 1.25h
Barbahar,1200547040235027,2.50,פלייר עם קוד QR - 2.5h
OFFF tlv,650631854737813,11.50,off mobile app - 11.5hrs
OFFF tlv,418036277054840,67.25,offf website 2018 - 67.25hrs
OFFF tlv,1202209089678522,5.25,Offf 2022 Promo - 5.25h
OFFF tlv,1202599701881518,3.50,OFFF Neon sign - 3.5h
OFFF tlv,1202980629059375,3.00,OFFF TV Sequence - 3h
OFFF tlv,1203011797892003,3.00,Offf after/before session - 3h
OFFF tlv,1203151620827153,3.75,Offf TLV video - 3.75h
Baseline,1200277058462588,30.00,3 Match Mode Illustrations (30) - 30h
Baseline,1200807699670852,15.00,Quick Access - 15h
Baseline,1200819232608271,2.00,Speed and Strikes Icons - 2h
Baseline,1201311174613252,5.00,countdown post - 5h
Baseline,1201311174613257,12.00,wix update -12h
Baseline,1201346994192742,1.00,One Pager 2021- Update -1h
Baseline,1201375417222431,0.75,Updated match screen - 0.75
Baseline,1201481623291448,0.25,Court dimension update - 0.25h
Baseline,1202487597613687,16.50,Instructional Video (16-24h) - 16.5h
Baseline,1202853839286394,8.50,Volume screen - 8.5h
Baseline,1202855114308682,8.00,Leaderboards screen - 8h
Baseline,1201135009293949,34.00,One Pager - Vision Customer (24-28+6) - 34h
Baseline,1201135009293951,20.00,Wix update (20) - 20h
Baseline,1201478811626111,25.50,Investors Presentation - 25.5 hr
Baseline,1204118462245646,1.00,Popup on homepage (1h) - 1h
Baseline,1204214571876028,0.50,New coupon code popup (0.5h) - 0.5
Baseline,1204314895064143,1.50,Homepage Popup (1.5h) - 1.5h
Baseline,1204515435344135,1.00,Coupons and Popup changes (1h) - 1h
Baseline,1204961831340495,9.00,July 23 website changes (6-9h) - 9h
Baseline,1205410576302912,1.00,Website Updates 3.9.21 (1h) - 1h
Baseline,1206875844478424,2.00,Product page changes (2-3h) - 2h
Baseline,1205262954641734,1.50,Website changes 13.8.21 (1.5h) - 1.5
Baseline,1205745630419217,2.00,Coaches popup (1.5h) - 2h
Autofleet,588841051269958,38.00,presentation - 38h
Autofleet,588841051269962,61.50,website - 61.5 hrs
Autofleet,611716444503344,27.00,icon and illustration- 27h
Autofleet,623562862388747,52.50,website wix - 52.5
Autofleet,634493842424339,15.00,Driver App (15hrs) - UX - 15h
Autofleet,634493842424342,47.50,Driver App (30hrs)- UI - 47.5hr
Autofleet,636911762224152,4.50,Driver App (8 hrs)- Production - 4.5h
Autofleet,644211745103443,13.00,onboarding (9) - 13h
Autofleet,644211745103444,10.00,dashboard (3) - 10h
Autofleet,644211745103445,6.50,pre-shift (4) - 6.5h
Autofleet,644211745103446,4.00,shift (6) - 4
Autofleet,644211745103447,3.50,report (3) - 3.5h
Autofleet,644211745103448,4.00,report illustrations (4) - 4h
Autofleet,654530763453493,3.00,app illustration-3h
Autofleet,661675220376770,0.50,animation for locomotion - 0.5hrs
Autofleet,661675220376773,1.00,loader animation- 1 hr
Autofleet,666056957575038,0.25,Sticker - 0.25h
Autofleet,673495254706849,1.00,Air Freshner - 1h
Autofleet,688906042671804,91.00,Dashboard (88hr from client) - 91
Autofleet,730707663556385,0.50,Disaibled Button On Driver App - 0.5hr
Autofleet,747943624635259,7.75,Avis Presentation (16 Hours from client) - 7.75h
Autofleet,748308992612468,1.50,edit driver - managment - 1.5 hr
Autofleet,777051875263883,0.50,No data - Gauges - 0.5
Autofleet,787870181968220,1.00,Car avatars - 1
Autofleet,803556916527049,0.50,Phone call meeting - 0.5
Autofleet,809694529975905,0.50,3 More Business Cards - 0.5h
Autofleet,838328394784089,4.00,Gauges - 4hr
Autofleet,890127537402115,6.00,CES booth design - 6
Autofleet,909978491854846,10.00,Report screen - 10hrs
Autofleet,948116201846899,0.50,B.card for Adam - 0.5h
Autofleet,955508536833181,26.00,Reports - 26h
Autofleet,1103857521764974,1.50,Time sensitive report - 1.5h
Autofleet,1103860786698585,2.00,Booth design - 2h
Autofleet,1107957250590816,0.25,B. card for Zohar - 0.25h
Autofleet,1168194832221735,59.50,Header Illustration & Animation (54)- 59.5 h 
Autofleet,1168194832221739,10.00,Solution Icons (10) - 10h 
Autofleet,1168194832221745,2.00,Our Partners (2) - 2h
Autofleet,1168194832221747,15.75,How It Works (16) - 15.75h
Autofleet,1168194832221749,4.00,Covid 19 Section & Notification (4) - 4h
Autofleet,1168194832221751,4.00,Contact Section & Popup (4) - 4h
Autofleet,1170303576912839,3.25,Mobile adaption - 3.25h
Autofleet,1170926616845123,0.75,Header forms - 0.75h
Autofleet,1170964668144323,16.25,Wix Home page update (12-15) - 16.25h
Autofleet,1172893192651959,18.00,Driver App - Package Drilldown - 18h
Autofleet,1173948306716813,11.50,Delivery Facebook Campaign (12) - 11.5h
Autofleet,1182288408851185,66.75,3d Vehicles Icons (60+5) - 66.75h
Autofleet,1191329079290317,5.50,Toolbox Illustrations & Icons - 5.5h
Autofleet,1193952095187085,17.50,Driver App Stop Point Info Redesign (12-18) - 17.5h
Autofleet,1198557975672537,20.00,3D Bicycle & Scooter (24) - 20h
Autofleet,1199109966483167,2.00,Tool Tip Design Update - 2h
Autofleet,1199220655289719,17.00,Dashboard New Screens - Leasing (24) - 17h
Autofleet,1199660572994063,5.50,Driver App - Ride Details (4-6) - 5.5h
Autofleet,1199935657442670,2.25,Vehicle on map icon (3) - 2.25h
Autofleet,1200037743660591,1.00,Fuel icon for driver's app - 1h
Autofleet,1200090117423863,0.75,Quote update -0.75h
Autofleet,1200090233212681,17.50,Product Settings Screen (14-18) - 17.5h
Autofleet,1200152494412293,0.25,Exporting asset - 0.25h
Autofleet,1200170339684049,2.75,Indonesian partnership - 2.75h
Autofleet,1200193616834277,58.00,New Page for Website - EV (90) - 58h
Autofleet,1200220354341369,47.75,New Page for Website - VaaS (60) -47.75h
Autofleet,1200220354341371,2.00,Export & QA (20) - 2h
Autofleet,1200243064798195,0.50,Update for Presentation (0.5) - 0.5
Autofleet,1200306116903724,1.25,Business card - Tal - 1.25h
Autofleet,1200370015533355,24.25,New feature for Control Center - 24.25h
Autofleet,1200635140582026,4.00,T-shirt (4h)-4h
Autofleet,1200699947603092,31.00,Passenger Web App (26-32) - 31h
Autofleet,1201147012890758,16.50,Booth Move - 16.5h 
Autofleet,1201213285125418,0.50,Business card - 0.5h
Autofleet,1201257138742995,6.50,Raising post -6.5h
Autofleet,1201257680642945,16.00,Ride tracker feature - 16h
Autofleet,1201408633079957,4.00,AutoFleet CES Booth - 4h
Autofleet,1201437917736152,15.00,Shuttle 3D car (14-16)  - 15 hrs
Autofleet,1201437917736154,1.50,Purchase of model - 1.5h 
Autofleet,1201502969388239,23.50,Simulator Wizard (26-30) - 23.5h
Autofleet,1201536109972714,6.25,New employees post design (6) - 6.25h
Autofleet,1201652556213895,1.00,New employees post implementation - 1h
Autofleet,1201743553025195,0.50,Conference booth 2022 -0.5h
Autofleet,1201836814727999,7.00,Notebook design (6-10h) - 7h
Autofleet,1201855271800798,0.50,Business cards implementation - 0.5h
Autofleet,1201871673259954,17.00,AF Stickers (15h + 2h) - 17h
Autofleet,1201871673259957,14.00,Coloring book (54h) - 14h
Autofleet,1201871673259959,1.50,Website update - news - 1.5h
Autofleet,1201871673259961,1.00,Website update - testimonials - 1h
Autofleet,1201873162794463,15.25,Advanced search filters (8-16h) - 15.25
Autofleet,1201912167204118,1.50,Website form request - 1.5h
Autofleet,1201929581241507,7.00,Autofleet One Pager (16h)- 7h
Autofleet,1201959283076043,3.25,CTA Top Bar Menu - 3.25h
Autofleet,1201991410089270,23.50,Driver app ride history - 23.5h 
Autofleet,1202003891847284,10.00,Autofleet wall stickers  - 10h
Autofleet,1202011467799157,0.75,Raas page logo list - 0.75h
Autofleet,1202095203609189,70.50,Wizard Simulation - Sales Update - 70.5h
Autofleet,1202104514013631,2.75,Employee tag (2h) - 2.75h
Autofleet,1202121315672708,2.50,Development website changes - 2.5h 
Autofleet,1202138197459952,3.50,Office walls graphics - 3.5h
Autofleet,1202171694103675,1.50,Move 22 Booth update -1.5h
Autofleet,1202181175201815,6.00,SUMC booth (4h-6h) - 6h
Autofleet,1202189426770394,1.00,Website Miro - 1h
Autofleet,1202209567560688,5.00,Company cover image (3-5h) - 5h
Autofleet,1202209567560690,6.25,"""We Are Hiring"" post -  (4h) - 6.25h"
Autofleet,1202215722517519,170.25,Passenger app - 170.25h
Autofleet,1202299059684686,1.00,Email signature - 1h
Autofleet,1202317962097759,2.00,Taxi meeting - 2h
Autofleet,1202317962097763,133.50,Taxi landing page (130h) - 133.5h
Autofleet,1202318199624558,25.00,Scania Sales simulator - 25h
Autofleet,1202412991942179,12.00,Taxi one pager (8-12h) - 12h
Autofleet,1202412993161062,0.50,Google case study banner - 0.5h
Autofleet,1202437031671518,0.50,Welcome aboard post+ Business Card - 0.5h
Autofleet,1202441912850657,16.50,Taxi Summit Booth - 16.5h
Autofleet,1202441912850661,2.25,Entrance sign for event (2h) - 2.25h
Autofleet,1202445227002916,60.00,Driver app - fixes - 60h
Autofleet,1202551139718061,4.25,Social Case study banner -4.25h
Autofleet,1202732301574846,0.50,New employee post + business card implementation - 0.5h
Autofleet,1202781866416706,7.50,Autofleet move 22 booth (6-8h) - 7.5h
Autofleet,1202798171175439,2.00,Sign for website launch (2h) - 2h
Autofleet,1202798835104358,2.25,Tshirt (4h) - 2.25h
Autofleet,1202883541309610,12.00,About page (12h) -  12h
Autofleet,1202896960249835,0.25,Duplicate of Business cards production  - 0.25h
Autofleet,1203028482702068,0.50,New employees post design - 0.5h
Autofleet,1203065609820121,0.50,Business Cards - 0.5h
Autofleet,1203065609820125,9.00,Mobilize Booth - 9h
Autofleet,1203097397200197,2.00,CEATEC posters - 2h
Autofleet,1203097397200199,1.25,Onepager Update - 1.25h
Autofleet,1203142872088726,0.50,New employee post - 0.5h
Autofleet,1203142872088730,2.50,EV Brochure - 2.5h
Autofleet,1203150897168606,1.50,Email image design - 1.5h
Autofleet,1203171768252398,86.33,Website phase 2 (86.33h) - 86.33h
Autofleet,1203171768252400,9.00,Website Taxi + Extras (9h) - 9h
Autofleet,1203220019956963,5.50,Email Blog Design (8h-12h) - 5.5h
Autofleet,1203220019956965,2.00,Newsletter Banner (2h) - 2h
Autofleet,1203499372848808,1.50,Website speed check (1.5h) - 1.5h
Autofleet,1203965026961692,2.00,Google Tag Problem (2h) - 2h
Mobileye,391750318493718,2.00,Post images 2h
Mobileye,418813594134969,28.00,board presentation to intel - friday-monday 1-3.9 - 28 hrs
Mobileye,427342166763050,5.50,תעודת מתקין - 5.5
Mobileye,442160668560899,13.25,landing page-13.25h
Mobileye,442160668560902,13.00,אנימציית פתיח וסגיר -13
Mobileye,442431710941892,2.50,ad- 2.5h
Mobileye,443996063363980,4.50,work template- 4.5h
Mobileye,457847066869053,6.00,Roll Up - 6 HRS
Mobileye,477270564729223,4.00,sales presentation to 3:4 - 4hrs
Mobileye,477272111964094,2.00,bus image for london - 2hrs
Mobileye,516231776543740,24.00,Conference presentation - 24h
Mobileye,518262558902117,1.50,Bus stickers for Singapore - 1.5h
Mobileye,523480747949959,4.00,TV Back drop Singapore - 4h
Mobileye,533971545780561,16.00,Chamber of Commerce presentation- 16h
Mobileye,539884437341288,2.00,RSS Movie - Hebrew version- 2h
Mobileye,546803602446266,5.50,Shield Distributors polish version - 5.5 hr
Mobileye,552455455192381,4.50,Video Presentation - 4.5h
Mobileye,553380838948615,14.00,Video presentation#4 - 14h
Mobileye,590928213031687,22.50,Design for employees event - 22.5hr
Mobileye,590928213031688,16.00,Icons- 16h
Mobileye,623552162855099,9.00,booth art work for Turkey 9 hr
Mobileye,644572259774521,6.00,Brochures translation to Swedish - 6h
Mobileye,667517390884015,5.00,Roll up translation to Spanish - 5h
Mobileye,667532358286822,0.50,Brochure translation to Spanish - 0.5h
Mobileye,670514404783371,5.50,Brochure translation to Danish - 5.5h
Mobileye,677666411928036,6.50,facebook movie 17 may - 6.5h
Mobileye,685109802341705,8.75,Info graphic for social media - 8.75h
Mobileye,688906042671800,34.75,Aftermarket Movie (Shoshana) - 34.75h
Mobileye,695421892259043,2.25,Pop-up booth translation to Spanish 2.25hrs
Mobileye,705042845017077,4.00,Brochure translation to finnish - 4h
Mobileye,707183318898879,17.00,Intercity highway image (Shoshana) 17 hrs
Mobileye,707183318898881,14.25,Costa rica Mobileye week (Latin America Region PO) - 14.25 hrs 
Mobileye,707183318898882,15.00,RSS clip re-edit (Yael) - 15h
Mobileye,707183318898883,6.00,Small videos blur edits (Tzahi) - 6hrs
Mobileye,720794833455943,3.00,Testimonial Template - 3 h
Mobileye,720991406940116,16.00,Jobs website design (16 hours from client) - 16h 
Mobileye,729004468344490,13.25,Brochure translation to Greek - 13.25 h
Mobileye,735667281688469,1.25,Updated forward collision warning image -1.25hrs 
Mobileye,735897056789351,4.00,VIdeo text - 4h
Mobileye,737801285025724,5.00,Hiring post-5h
Mobileye,737801285025726,2.00,Shield+ image making project - 2h
Mobileye,741099874136565,0.50,Alert Overview changes 0.5hrs
Mobileye,752330412070960,4.25,Brochure translation to French - 4.25 h 
Mobileye,752625381634869,1.25,Shield+ Bus sticker - 1.25 h 
Mobileye,758089963051060,3.00,Invitation to interview template  - 3 h
Mobileye,773030315588534,2.75,Digital team alert video (Daniealle) - 2.75hrs 
Mobileye,785801664192875,5.00,Sheild+ Truck Movie - 5hr
Mobileye,800264392081774,10.50,AV clip - 10.5hrs
Mobileye,800264392081784,5.25,Camera Video for Digital - 5.25hrs
Mobileye,803556916527052,2.00, influence comity ppt Presentation for Amnon - 2
Mobileye,824051700510582,14.25,Amnon video presentation 14.25 h
Mobileye,824051700510899,1.50,She codes Sticker - 1.5hrs
Mobileye,850641586495228,6.00,Ad for students - 6hrs
Mobileye,850641586495229,52.50,HR images from Sheild+ movie - 52.5h
Mobileye,858802147467653,4.00,Adding logo&details to brochure back page - 4 h
Mobileye,859016410997360,1.00,Baner Design for students - 1hrs
Mobileye,898060493373562,32.50,8 animated GIFS (20 from client) - 32.5h
Mobileye,907962531134750,35.25,Homepage header video (40 from client) - 35.25h
Mobileye,907962531134752,15.00,Shield+ Movie Japanese version (P) - 15h
Mobileye,907962531134753,4.50,Shield+ Movie Korean version (P)  4.5h
Mobileye,907962531134754,13.50,Shield+ Movie German version - (24h budget) - 13.5h
Mobileye,907962531134755,2.00,ME8 Spanish version - (24h budget) - 2h
Mobileye,907962531134762,12.00,Shield+ Movie LATAM version (P) -12h
Mobileye,907962531134763,6.25,Shield+ Movie Portuguese version (P) - 6.25h
Mobileye,907962531134766,4.50,Aftermarket Movie Korean version (P) - 4.5h
Mobileye,907962531134769,7.00,Aftermarket Movie Japanese version (P) - 7h
Mobileye,907962531134770,15.50,ME8 Hebrew version (P) - 15.5h
Mobileye,907962531134772,5.00,Shield+ Movie Spanish version (24h budget) - 5h
Mobileye,907962531134773,6.50,Sheild+ Movie French version  (24h budget) - 6.5h
Mobileye,908364597627870,32.50,urgent video clip task (Ayla) (32 from client)- 32.5h
Mobileye,921410263428763,8.00,Technological Employment Fair Booth - 8 hrs
Mobileye,921410263428772,10.00,Graphic AV Solutions - 10h
Mobileye,921410263428780,10.50,Aftermarket Movie Portuguese version (P) - 10.5 h
Mobileye,921410263428781,5.00,Aftermarket Movie LATAM version (P) - 5 h
Mobileye,925412754824253,2.50,Shield+ Movie British Voice Over 2.5h
Mobileye,925412754824254,14.00,Aftermarket Spanish version - (24h budget) - 14h
Mobileye,930239860658147,7.25,Chart Design - 7.25 hrs
Mobileye,930279449109399,1.00,Technological Employment Fair add - 1 hrs
Mobileye,930494183383072,9.50,Clip for Amnon CES - 9.5h
Mobileye,939562741355641,1.50,ME8 clip - Korean version - (P) 1.5h
Mobileye,939562741355642,9.00,ME8 clip - Japanese version (P) - 9h
Mobileye,939562741355644,4.75,ME8 clip - Portuguese version (P) - 4.75h
Mobileye,945327487044724,17.50,MAI Slides - 17.5h
Mobileye,945327487044725,54.50,Friends like me campaign - 54.5 hrs
Mobileye,947918269286139,125.00,Parking clip for CES - 125h - FINAL
Mobileye,949806142105441,44.00,Infographics for CES - 44hrs
Mobileye,951554883284087,57.00,CES presentation for Amnon - 57 hrs
Mobileye,955218748905280,45.00,OS clip for CES - 45h
Mobileye,955218748905281,192.50,ME6 Images  - 192.5h
Mobileye,957967550097075,10.25,AV clips for CES - 10.25 hrs
Mobileye,958419898492779,2.50,Trifocal - 2.5h
Mobileye,964155189095006,14.00,Blurring license plates - 14 hrs
Mobileye,998511242414357,136.75,Sheild+ Sanitation Truck version (P) - 136.75h
Mobileye,1002322605832669,8.50,Summer internship - 8.5 hrs
Mobileye,1108990147944431,6.25,Recruiting zipper design - 6.25h
Mobileye,1109432731487653,3.25,Officers funds Booth design - 3.25h
Mobileye,1110106128342212,3.75,מארז מד מזוודה - 3.75
Mobileye,1110106128342215,10.50,taasuka2019 Booth design - 10.5h
Mobileye,1110309231117674,37.75,ME8 Opener - 37.75h
Mobileye,1112624832337951,1.50,Shield+Movie French flag removing - 1.5h
Mobileye,1114640871976045,15.50,Image making - 15.5
Mobileye,1115103098583364,12.00,Mobileye Alerts clips - 12h
Mobileye,1115408658498802,4.00,Mobileye presentation -4h
Mobileye,1115649351821827,2.75,taasuka 2019 Tshirt Design - 2.75h
Mobileye,1115649351821829,1.50,מודעה ליום זרקור - 1.5
Mobileye,1115649351821834,5.25,Aftermarket Video cuts - 5.25h
Mobileye,1115673511211878,9.75,RSS vs SFF - 9.75h
Mobileye,1115723282664110,2.50,Truck blind spot GIF - 2.5h
Mobileye,1116813353435518,0.50,REM clip headline removal - 0.5h
Mobileye,1117570443563229,2.00,AV tech clip for editing - 2h
Mobileye,1117570443563231,17.75,OS Clip #2 (UK) - 17.75h
Mobileye,1118068969050950,1.25,מודעה לסטודנטים - 1.25
Mobileye,1118600480822537,2.50,AV clip edits (Tzahi - April 14) - 2.5h 
Mobileye,1118601792236953,8.25,Newsletter design - 8.25
Mobileye,1119427020682537,1.00,REM clip - Chinese subtitles - 1h
Mobileye,1119427020682538,23.00,CES video translations - Russian German French Spanish (p) - 23h
Mobileye,1119427020682539,10.50,"CES video translations - Portuguese, Japanese, Korean - 10.5h"
Mobileye,1119586557469020,4.00,Blur plates for UK website - 4h
Mobileye,1120691802183610,3.00,London GIF - 3h
Mobileye,1121212699689158,1.00,Short ME8 clip - 1h
Mobileye,1121212699689159,8.25,Shelid+ Movie Chinese version (P) - 8.25h
Mobileye,1121212699689160,7.00,Aftermarket clip - Chinese version (P) - 7h
Mobileye,1123914973152135,24.75,AV Clip editing for Amnon - 24.75h
Mobileye,1124592718281270,17.75,Shield+ 4 clip (P) - 17.75h
Mobileye,1126374489891760,32.50,Managers Training PPT - 32.5h
Mobileye,1127265941702837,2.00,HR icon - 2h
Mobileye,1127335233892256,9.50,Surround System on a car - 9.5h
Mobileye,1127504040853275,2.75,HR protocols PPT - 2.75h
Mobileye,1128208346390224,7.00,Mobileye Israel - Super Sale Landing page - 7h 
Mobileye,1128283675539609,8.75,Mobileye Israel - Poster - 8.75h
Mobileye,1128867277522704,4.00,Shield+ Movie Chinese extra - 4h 
Mobileye,1131405084206609,5.00,Shield+4 FMS Bus - Portuguese 5h
Mobileye,1131821167809636,42.00,ME8 Smart City for Barcelona (P)- 42h
Mobileye,1131821167809640,34.50,Geofences UX/UI (40h from client) - 34.5h
Mobileye,1132221157166297,6.75,"Polish video translations (ME8, ME8 Smart cities, Time) 18h from client - 6.75h"
Mobileye,1133462980410720,19.75,Israel Marketing - Mobileye Benefit Roulette - 19.75h
Mobileye,1135389851419262,8.00,Israel Marketing - Banners for benefit roulette - 8h
Mobileye,1135389851419263,2.00,Customers club banners - 2h
Mobileye,1137017391949396,14.75,She codes Booth design (12-13h from client) - 14.75h - FINAL
Mobileye,1139178959434884,29.00,PPT design for MOT - 29 h 
Mobileye,1139178959434891,25.50,NY Images from Shield+ (40h from client) - 25.5h
Mobileye,1139178959434892,3.50,2 images HQ for US Booth (3-4h p/image) - 3.5h
Mobileye,1139178959434893,65.50,Smart City Barcelona installation video (40h from client) - 65.5h - FINAL 
Mobileye,1139178959434896,3.00,Shield+ 4 FMS clip - Korean virsion (P) - 3 hr
Mobileye,1139178959434897,4.00,Shield+ 4 FMS clip - Japanese virsion (P) 4h
Mobileye,1139178959434898,3.50,Shield+ FMS Polish translation - 3.5 hrs
Mobileye,1139586024022052,8.00,NY HQ Images from Shield+ (15h from client) - 8h
Mobileye,1139930061081903,5.25,Israel Marketing - Election day Design - 5.25h
Mobileye,1141301728849996,4.25,Israel Marketing - Rosh Hashana add - 4.25h
Mobileye,1141301728849997,4.00,Ambutrans video subtitles (POR+SP LATAM) - 4h
Mobileye,1141301728849998,9.00,Short CES video subtitle changes - 9h
Mobileye,1142696815240670,12.00,Amnon's materials for VW meeting - 12h 
Mobileye,1142696815240690,23.75,Smart City clip edit for Chinese Ceremony (16h from client) - 23.75h
Mobileye,1142696815240691,46.00,Drives Event Design (40h from client)- 46h - FINAL 
Mobileye,1143382744056473,8.25,How it works clip edits - 8.25h - FINAL
Mobileye,1144840591655037,30.50,ME8 connect brochure  (16h from client) - 30.5h
Mobileye,1144847966116349,2.25,Ambutrans video subtitles (SP+GER) - 2.25h
Mobileye,1145145622668297,2.75,Laptop case Design - 2.75h - FINAL
Mobileye,1145145622668299,10.00,7 Stickers Design (6-12h from client) - 10h - FINAL
Mobileye,1145145622668307,8.00,JS Bus English subtitles - 8 hrs - FINAL 
Mobileye,1145292026574079,9.50,3 Illustrated Stickers Design (15-24h from client)- 9.5h - FINAL
Mobileye,1145292026574081,4.75,Social media add for the US team - 4.75h - FINAL
Mobileye,1145292026574095,10.00,Print ad of the Mobileye 8 Connect - 10h - FINAL
Mobileye,1146745024231029,22.00,Timeline 20 years of Mobileye ( 16 hrs ) 22 hrs - FINAL 
Mobileye,1146745024231033,12.25,T-Shirts Design (6-8) - 12.25 hrs - FINAL
Mobileye,1146745024269027,21.00,REM Presentation (Tal) - 21h
Mobileye,1147103305134978,29.25,IR Presentation (Eraz) - 29.25h - FINAL
Mobileye,1147459476440443,7.50,Gabi's IR Presentation - 7.5h - FINAL 
Mobileye,1147459476440445,23.25,Amnon's IR presentation -23.25h - FINAL
Mobileye,1147776388289897,30.00,B-roll lectures edits (Tali) (40h from client) - 30 Hrs - FINAL
Mobileye,1147776388289903,34.50,Images Making (8-19 per Image) - 34.5h
Mobileye,1147823392408409,4.75,Intro slide design - 4.75h - FINAL
Mobileye,1148034694391259,10.25,Rollup + screen Design - 10.25 - FINAL
Mobileye,1148884486629207,1.50,Ambutrans video subtitles (JAP + KOR) - 1.5h
Mobileye,1148884486629211,31.00,Landing page - 31 hrs - FINAL
Mobileye,1148884486629213,62.00,RSS page Design (65.5h from client) - 62h 
Mobileye,1149515149442421,7.75,Super Sale Winter Design - 7.75hrs
Mobileye,1149942798980657,5.50,Super Sale Winter - 5.5 hrs
Mobileye,1149961911816579,206.75,Updated ME8 clip - Shoshana (P) - 206.75h 
Mobileye,1150177301056691,3.00,Black Friday ad  -  3h
Mobileye,1150177301056693,5.00,Black Friday Animated Banner - 5hrs
Mobileye,1150981756316515,6.50,Black Friday landing page - 6.5h
Mobileye,1151250683776079,4.50,3D files of ME8 - 4.5h
Mobileye,1151250683776083,6.00,Black Friday Static Banners - 6h
Mobileye,1151508874964451,1.50,Barcelona footage - blurring plates - 1.5h
Mobileye,1152907086318880,14.00,Yarid Giyus Booth Design (10-12 from client) - 14
Mobileye,1153193682849025,1.50,German subtitles / FMS video 1.5h
Mobileye,1153193682849049,5.25,Jerusalem ad - 5.25h
Mobileye,1153380692173541,3.25,Tip Tipa campaign - 3.25h
Mobileye,1154191944469400,2.00,Hanuka ad - 2h
Mobileye,1154521862215673,104.00,Amnon's CES PPT -104
Mobileye,1154907157875121,130.50,CES Video Edits - 130.5h
Mobileye,1155016162411571,1.00,Van Image - 1h
Mobileye,1155280666033085,4.50,MOVE Exhibition video - 4.5h
Mobileye,1155439628930016,17.50,CES Screen saver - 17.5h
Mobileye,1155706515712009,2.75,Pedestrian edit 2.75h
Mobileye,1155712075081135,21.50,Mobileye Deal campaign (20)  - 21.5h
Mobileye,1155712075081141,4.00,Shield+4 Truck FMS Norwegian - 4h
Mobileye,1155712075081145,4.00, Shield+4 Bus FMS Spanish - 4h
Mobileye,1155963564614643,10.50,Urgent videos for CES 2020 - 10.5h
Mobileye,1155963564614645,5.25,Print ads copy adaptations - 5.25hr
Mobileye,1155963564614647,37.00,New ME8 roll ups for 2020 - 37h
Mobileye,1156745534860679,2.75,Mobileye Employees at CES 2020 - 2.75h
Mobileye,1156973988126341,4.25,January CES Newsletter - 4.25h
Mobileye,1156973988126349,4.00,Shield+ Bus image - 4h
Mobileye,1157185849068549,6.00,Mobileye Deal Animative banner - 6h
Mobileye,1158844125243075,4.00, Not for sale add (2-4) - 4h 
Mobileye,1159118824947037,1.00,Who are you playing on add-1h
Mobileye,1159213602244102,3.50,Mobile RSS - 3.5 h 
Mobileye,1159351998173123,29.50,Data PPT Design - 29.5h
Mobileye,1159351998173137,40.00,ME8 2020 PPT Design - 40h 
Mobileye,1160008866252041,1.50,assets redesign - 1.5 h
Mobileye,1160497806786675,19.00,ME6 Pickup truck image - 19h
Mobileye,1161762066954981,51.75,New Data Video - 51.75h
Mobileye,1162145051993769,13.25,Purim Deal - 13.25h
Mobileye,1163206913802020,4.00,We are Mobileye (Brochure+Sticker) - 4
Mobileye,1163476948013209,17.00,Shield+Fisheye 3D render - 17h 
Mobileye,1163476948013221,5.75,4 Graphics for Testing Document for AEB team - 5.75h
Mobileye,1165048082127739,8.00,New ME8 Video - German/Spanish/French Subtitles (12)- 8h
Mobileye,1166840247738801,3.75,Mobileye Deal text changes - 3.75 h
Baseline,1183211045137501,22.00,App Additions JULY (16-20) - 22h
Baseline,1187130829863563,5.50,App Additions AUGUST - 5.5h
